PN                                                                                                  ; CFF  ; MATR ;SN                                                 ;UNIDADE   ;STATUS               ;PJ ;SN CJM                                             ;MATR ;DIRETIVA TÉCNICA                         ;CFF   ;FADT             ;NAT ;ORDEM      ;CLA ;CAT ;TIPO INCORPORAÇÃO ;PRAZO INCORPORAÇÃO ;TAREFA       ;HORAS     ;RESCISÃO            ;OBJETIVO                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
ANV A-29 ;001JK ;5914 ;31400018 ;2/5 GAV ;Ativo ;T2 ;31400018 ;5914 ;BS314-71-0006 ;001JK ;LST271A240004200 ;REV ;2 ;M ;R ;One-Time ; ;30400021815 ;0:00 ; ;ORIENTAR OPERADOR QUANTO À ALTERAÇÃO DO TORQUE DA FIXAÇÕES DO SISTEMA DE DETECÇÃO DE FOGO DO MOTOR EQUIPADO.
ANV A-29 ;001JK ;5914 ;31400018 ;2/5 GAV ;Ativo ;T2 ;31400018 ;5914 ;BS314-71-0006 ;001JK ;LST271A240004200 ;REV ;2 ;M ;R ;One-Time ; ;30400021814 ;0:00 ; ;ORIENTAR OPERADOR QUANTO À ALTERAÇÃO DO TORQUE DA FIXAÇÕES DO SISTEMA DE DETECÇÃO DE FOGO DO MOTOR EQUIPADO.
ANV A-29 ;001JK ;5914 ;31400018 ;2/5 GAV ;Ativo ;T2 ;31400018 ;5914 ;BS314-71-0007 ;001JK ;LST271A240003000 ;BSC ;0 ;M ;R ;One-Time ; ;30400021723 ;0:00 ; ;ORIENTAR OPERADOR SOBRE O RETRABALHO DAS TRAVAS DOS GANCHOS DO CAPÔ TRASEIRO DO MOTOR E SOBRE A SUBSTITUIÇÃO DOS PARAFUSOS QUE FIXAM O PAINEL DE ACESSO 121BL.
ANV A-29 ;001JK ;5914 ;31400018 ;2/5 GAV ;Ativo ;T2 ;31400018 ;5914 ;BS314-79-0005 ;001JK ;LST279A240003100 ;BSC ;0 ;M ;R ;One-Time ; ;30400021724 ;0:00 ; ;ORIENTAR OPERADOR SOBRE A INSPEÇÃO DO RADIADOR DE ÓLEO DO MOTOR.
ANV A-29 ;001JK ;5914 ;31400018 ;2/5 GAV ;Ativo ;T2 ;31400018 ;5914 ;BS314-85-0004 ;B768$ ;LST285A200004600 ;BSC ;0 ;R ;R ;One-Time ; ;30400020527 ;11:00 ; ;EXECUTAR MODIFICAÇÃO ELÉTRICA NO SISTEMA DE GERAÇÃO DE FUMAÇA.
ANV A-29 ;001JK ;5914 ;31400018 ;2/5 GAV ;Ativo ;T2 ;31400018 ;5914 ;BS314-95-0005 ;001JK ;LST295A250001100 ;REV ;1 ;M ;R ;One-Time ; ;30400021856 ;0:00 ; ;FORNECER ORIENTAÇÕES PARA SUBSTITUIÇÃO DO SUPORTE DO CONECTOR ELÉTRICO DO ASSENTO EJETÁVEL TRASEIRO.
ANV A-29 ;001JK ;5914 ;31400018 ;2/5 GAV ;Ativo ;T2 ;31400018 ;5914 ;BS314-95-0006 ;001JK ;LST295A250004200 ;REV ;1 ;M ;R ;One-Time ; ;30400021980 ;0:00 ; ;ORIENTAR OS OPERADORES SOBRE OS PROCEDIMENTOS PARA A INSPEÇÃO DAS LINHAS DE TRANSMISSÃO (TLX) DOS SISTEMAS DE SEPARAÇÃO E FRAGILIZAÇÃO DA CAPOTA QUANTO À PRESENÇA DE ACÚMULO DE ÁGUA E, SE NECESSÁRIO, SUBSTITUIR AS LINHAS DE TRANSFERÊNCIA (TLX) DOS COMPONENTES ACOPLADOS, E APLICAR O TORQUE FINAL NELAS.
ANV A-29 ;001JK ;5914 ;31400018 ;2/5 GAV ;Ativo ;T2 ;31400018 ;5914 ;BS314-95-0009 ;001JK ;LST295A250003600 ;BSC ;0 ;M ;R ;One-Time ; ;30400021957 ;0:00 ; ;ORIENTAR OPERADORES QUANTO AO REPARO DOS CONJUNTOS DE FRAGILIZAÇÃO DA CAPOTA PN 16296200-1 E PN 16296200-2, E DO CONJUNTO DE SEPARAÇÃO DA CAPOTA PN 52410-3.
ANV A-29 ;001JK ;5914 ;31400018 ;2/5 GAV ;Ativo ;T2 ;31400018 ;5914 ;BS314-95-0009 ;001JK ;LST295A250003600 ;BSC ;0 ;M ;R ;One-Time ; ;30400021958 ;0:00 ; ;ORIENTAR OPERADORES QUANTO AO REPARO DOS CONJUNTOS DE FRAGILIZAÇÃO DA CAPOTA PN 16296200-1 E PN 16296200-2, E DO CONJUNTO DE SEPARAÇÃO DA CAPOTA PN 52410-3.
ANV A-29 ;001JK ;5914 ;31400018 ;2/5 GAV ;Ativo ;T2 ;31400018 ;5914 ;BS314-95-A007 ;001JK ;LST295A250000200 ;BSC ;0 ;M ;I ;One-Time ; ;30400021844 ;0:00 ; ;ORIENTAR OPERADORES QUANTO REALIZAÇÃO DA INSPEÇÃO VISUAL DOS CONJUNTOS DE FRAGILIZAÇÃO DA CAPOTA PN 16296200-1 E PN 16296200-2, E DO CONJUNTO DE SEPARAÇÃO DA CAPOTA PN 52410-3, QUANTO À PRESENÇA DE DELAMINAÇÃO, DESCOLAMENTO OU SEPARAÇÃO DESCASCAMENTO/LEVANTAMENTO DO SUPORTE DA CARGA DA FITA DE FILME DE POLIÉSTER.
ANV A-29 ;001JK ;5914 ;31400018 ;2/5 GAV ;Ativo ;T2 ;31400018 ;5914 ;BS314-95-A007 ;001JK ;LST295A250003700 ;REV ;1 ;M ;U ;One-Time ; ;30400021960 ;0:00 ; ;ORIENTAR O OPERADOR QUANTO AOS PROCEDIMENTOS SOBRE A INSPEÇÃO VISUAL DOS CONJUNTOS DE FRAGILIZAÇÃO DA CAPOTA PN 16296200-1 E PN 16296200-2, E DO CONJUNTO DE SEPARAÇÃO DA CAPOTA PN 52410-3, QUANTO À PRESENÇA DE DELAMINAÇÃO, DESCOLAMENTO OU SEPARAÇÃO DO SUPORTE DE CARGA DA FITA DE FILME DE POLIESTER.
ANV A-29 ;001JK ;5914 ;31400018 ;2/5 GAV ;Ativo ;T2 ;31400018 ;5914 ;BS314-95-A007 ;001JK ;LST295A250000200 ;BSC ;0 ;M ;I ;One-Time ; ;30400021845 ;0:00 ; ;ORIENTAR OPERADORES QUANTO REALIZAÇÃO DA INSPEÇÃO VISUAL DOS CONJUNTOS DE FRAGILIZAÇÃO DA CAPOTA PN 16296200-1 E PN 16296200-2, E DO CONJUNTO DE SEPARAÇÃO DA CAPOTA PN 52410-3, QUANTO À PRESENÇA DE DELAMINAÇÃO, DESCOLAMENTO OU SEPARAÇÃO DESCASCAMENTO/LEVANTAMENTO DO SUPORTE DA CARGA DA FITA DE FILME DE POLIÉSTER.
ANV A-29 ;001JK ;5914 ;31400018 ;2/5 GAV ;Ativo ;T2 ;31400018 ;5914 ;BS314-95-A007 ;001JK ;LST295A250003700 ;REV ;1 ;M ;U ;One-Time ; ;30400021959 ;0:00 ; ;ORIENTAR O OPERADOR QUANTO AOS PROCEDIMENTOS SOBRE A INSPEÇÃO VISUAL DOS CONJUNTOS DE FRAGILIZAÇÃO DA CAPOTA PN 16296200-1 E PN 16296200-2, E DO CONJUNTO DE SEPARAÇÃO DA CAPOTA PN 52410-3, QUANTO À PRESENÇA DE DELAMINAÇÃO, DESCOLAMENTO OU SEPARAÇÃO DO SUPORTE DE CARGA DA FITA DE FILME DE POLIESTER.
ANV A-29 ;001JK ;5914 ;31400018 ;2/5 GAV ;Ativo ;T2 ;31400018 ;5914 ;BS_314-24-0001 ;001JK ;LST200A130001700 ;BSC ;0 ;R ;R ;One-Time ; ;30400017090 ;5:30 ; ;PROTEGER OS CABOS DAS CABLAGENS W282 E W283 COM ESPAGUETE TERMORRESTRINGENTE PN DR-25-3/4 JUNTO AOS TERMINAIS J0063-2 E J0063-3.
ANV A-29 ;001JK ;5914 ;31400018 ;2/5 GAV ;Ativo ;T2 ;31400018 ;5914 ;BT LS 04-367 A-29 001 ;0079K ;LST205S200000800 ;REV ;6 ;M ;R ;Repetitiva ; ;30400020429 ;0:00 ; ;LEVAR AO CONHECIMENTO DOS OPERADORES OS OCMPONENTES E ACESSÓRIOS PERTECENTES À AERONAVE A-29 QUE DEVEM SER CONTROLADOS ATRAVÉS DO LIVRO DE REGISTRO DE AERONAVES (LRA) E RELATÓRIO DE VOO, BEM COMO DEFINIR O TIPO DE CONTROLE A SER CUMPRIDO PARA CADA ITEM.
ANV A-29 ;001JK ;5914 ;31400018 ;2/5 GAV ;Ativo ;T2 ;31400018 ;5914 ;BT LS 13-451 A-29 005 ;0079K ;LST205A150002500 ;REV ;1 ;O ;R ;Repetitiva ; ;30400017666 ;1:30 ; ;ESTABELCER INFORMAÇÕES COMPLEMENTARES PARA A REALIZAÇÃO DE VOO DE EXPERIÊNCIA DAS UNIDADES OPERACIONAIS DA AERONAVE A-29.
ANV A-29 ;001JK ;5914 ;31400018 ;2/5 GAV ;Ativo ;T2 ;31400018 ;5914 ;BT LS 18 489 A-29 012 ;0079K ;LST205A180001600 ;BSC ;0 ;O ;R ;One-Time ; ;30400019049 ;0:00 ; ;DETERMINAR MODIFICAÇÕES NO SISTEMA DE FECHAMENTO DO PORTA MAPAS DO A-29 COM O INTUITO DE MELHORAR O SEU FUNCIONAMENTO E INIBIR ABERTURAS INADVERTIDAS.
ANV A-29 ;001JK ;5914 ;31400018 ;2/5 GAV ;Ativo ;T2 ;31400018 ;5914 ;BT LS 19 496 A-29 014 ;0079K ;LST205A190004100 ;BSC ;0 ;M ;R ;Repetitiva ; ;30400019419 ;0:00 ; ;APRESENTAR O PROGRAMA DE MANUTENÇÃO DA AERONAVE A-29 E ADEQUAR AS INSPEÇÕES REALIZADAS PELA FROTA DA FAB AO MANUAL INDICADO MAIS RECENTE DO FABRICANTE.
ANV A-29 ;001JK ;5914 ;31400018 ;2/5 GAV ;Ativo ;T2 ;31400018 ;5914 ;BT LS 20 504 A-29 016 ;0079K ;LST233A200003800 ;BSC ;0 ;O ;R ;One-Time ; ;30400020483 ;0:00 ; ;SUBSTITUIÇÃO DOS FARÓIS DE ATERRAGEM INCANDESCENTES (PN Q4681) POR FARÓIS DE LED (PN 01-0790433-00) NAS AERONAVES A-29.
ANV A-29 ;001JK ;5914 ;31400018 ;2/5 GAV ;Ativo ;T2 ;31400018 ;5914 ;ETD CC-262943 ;001JK ;LST255A240001100 ;BSC ;0 ;R ;R ;One-Time ; ;30400021673 ;0:00 ; ;ORIENTAR OPERADOR QUANTO AOS PROCEDIMENTOS A SEREM ADOTADOS PARA O REPARO DE DELAMINAÇÃO/DESCOLAMENTO DA LONGARINA DO LEME DE DIREÇÃO.
ANV A-29 ;001JK ;5914 ;31400018 ;2/5 GAV ;Ativo ;T2 ;31400018 ;5914 ;ETD GTN-0137/2014 ;001JK ;LST232A140000300 ;BSC ;0 ;M ;R ;Repetitiva ; ;30400017185 ;2:00 ; ;DIMINUIR A INCIDÊNCIA DE CORROSÃO NAS CAPAS EXTERNAS DOS ROLAMENTOS DA RODA DO TREM DE POUSO AUXILIAR.
ANV A-29 ;001JK ;5914 ;31400018 ;2/5 GAV ;Ativo ;T2 ;31400018 ;5914 ;ETD GTN-0319/2010 ;001JK ;LST227A100000600 ;BSC ;0 ;O ;R ;One-Time ; ;30400015633 ;0:00 ; ;RETRABALHO NA FERRAGEM PN 314-12621-402  PARA ACERTO DA INTERFERÊNCIA DO PARAFUSO DE FIXAÇÃO DA MASSA DE BALANCEAMENTO DO PROFUNDOR COM A RESPECTIVA FERRAGEM.
ANV A-29 ;001JK ;5914 ;31400018 ;2/5 GAV ;Ativo ;T2 ;31400018 ;5914 ;ETD2020-314-161356 ;B768$ ;LST228A200000900 ;BSC ;0 ;O ;R ;One-Time ; ;30400020437 ;0:00 ; ;A SEGUINTE ETD TEM A FINALIDADE DE ATENDER AOS RECORRENTES REPORTES DE DESBALANCEAMENTO DE COMBUSTÍVEL DAS AERONAVES A-29B NA ALA 10, POR MEIO DO REPOSICIONAMENTO DAS BOMBAS DE COMBUSTÍVEL.
ANV A-29 ;001JK ;5914 ;31400018 ;2/5 GAV ;Ativo ;T2 ;31400018 ;5914 ;ETD2021-314-201906 ;001JK ;LST275A210006200 ;BSC ;0 ;M ;R ;One-Time ; ;30400021041 ;0:00 ; ;VALIDAÇÃO DE EXTENSÃO DO REQUISITO DE MANUTENÇÃO 35-41-02-001 ¿ DIS ¿ FILTRO DO CONCENTRADOR DE 300 FH PARA 350 FH.
ANV A-29 ;001JK ;5914 ;31400018 ;2/5 GAV ;Ativo ;T2 ;31400018 ;5914 ;ETD2022-314-204212 ;B768$ ;LST200A220002400 ;REV ;A ;M ;U ;One-Time ; ;30400021227 ;0:00 ; ;REALIZAR INSPEÇÃO DE BUCHAS NAS FITTINGS DO SPEED BREAK.
ANV A-29 ;001JK ;5914 ;31400018 ;2/5 GAV ;Ativo ;T2 ;31400018 ;5914 ;ETD2022-314-215284 ;B768$ ;LST227A220003300 ;BSC ;0 ;R ;R ;One-Time ; ;30400021252 ;0:00 ; ;FORNECER UM PROCEDIMENTO TEMPORÁRIO DE FITTING DAS BUCHAS DO SUPORTE DO SPEED BREAK COM O SUPORTE A FIM DE ESTENDER A DISPONIBLIDADE DAS AERONAVES DA FROTA A-29 ATÉ QUE SEJA POSSÍVEL SUBSTITUIR NOVOS SUPORTES DE INSTALAÇÃO DAS BUCHAS.
ANV A-29 ;001JK ;5914 ;31400018 ;2/5 GAV ;Ativo ;T2 ;31400018 ;5914 ;ETD2023-314-238421 ;001JK ;LST295A230000500 ;BSC ;0 ;I ;I ;One-Time ; ;30400021473 ;0:00 ; ;ORIENTAR OPERADOR SOBRE A EXTENSÃO DA VIDA LIMITE DOS CORDÕES EXPLOSIVOS.
ANV A-29 ;001JK ;5914 ;31400018 ;2/5 GAV ;Ativo ;T2 ;31400018 ;5914 ;ETD: GPO-0619/2014 ;001JK ;LST255A150004400 ;REV ;A ;M ;U ;Repetitiva ; ;30400017731 ;2:00 ; ;ORIENTAR O OPERADOR PARA A REALIZAÇÃO DE UMA INSPEÇÃO VISUAL NAS NERVURAS E REVESTIMENTOS DO ESTABILIZADOR VERTICAL
ANV A-29 ;001JK ;5914 ;31400018 ;2/5 GAV ;Ativo ;T2 ;31400018 ;5914 ;ETD: GPO-0619/2014 ;001JK ;LST255A150004400 ;REV ;A ;M ;U ;Repetitiva ; ;30400017732 ;2:00 ; ;ORIENTAR O OPERADOR PARA A REALIZAÇÃO DE UMA INSPEÇÃO VISUAL NAS NERVURAS E REVESTIMENTOS DO ESTABILIZADOR VERTICAL
ANV A-29 ;001JK ;5914 ;31400018 ;2/5 GAV ;Ativo ;T2 ;31400018 ;5914 ;ETD: GPO-0938/2016 ;001JK ;LST279A160004000 ;BSC ;0 ;R ;I ;One-Time ; ;30400017928 ;0:00 ; ;REPASSAR ORIENTAÇÃO DO FORNECEDOR DO RADIADOR DE ÓLEO (PN L8602878-2)
ANV A-29 ;001JK ;5914 ;31400018 ;2/5 GAV ;Ativo ;T2 ;31400018 ;5914 ;ETD: GPO-0942/2014 ;001JK ;LST227A140003300 ;BSC ;0 ;O ;R ;One-Time ; ;30400017523 ;12:00 ; ;QUANDO HOUVER RELATO DE FOLGA NO MANCHE PARA O PROFUNDOR, ESTA FOLGA DEVE SER INVESTIGADA, POIS PODE ESTAR EM OUTRA PARTE DA CADEIA DE COMANDO DO PROFUNDOR QUE NÃO O MANCHE. O PROCEDIMENTO DESCRITO NESTA ETD TEM ESSE OBJETIVO.
ANV A-29 ;001JK ;5914 ;31400018 ;2/5 GAV ;Ativo ;T2 ;31400018 ;5914 ;ETD: GPO-1461/2015 ;001JK ;LST200A200000200 ;REV ;2 ;M ;U ;Repetitiva ; ;30400020214 ;0:00 ; ;RECOMENDAR AOS OPERADORES DA AERONAVE EMB-314 SUPER TUCANO QUE PROCEDAM COM INSPEÇÃO BORÓSCÓPICA NA ÁREA DAS FERRAGENS PN'S 314-04241-003, 314-04241-004, 314-04242-401, 314-02998-001, 314-04243-401 EM BUSCA DE TRINCAS, CONFORME ETD.   ESTA REVISÃO ANULA E SUBSTITUI TODAS AS DISPOSIÇÕES ANTERIORES REFERENTES AO OBJETO DESTA ETD.
ANV A-29 ;001JK ;5914 ;31400018 ;2/5 GAV ;Ativo ;T2 ;31400018 ;5914 ;ETD: GPO-1854/2016 ;001JK ;LST227A170006001 ;BSC ;0 ;I ;R ;Repetitiva ; ;30400020141 ;0:00 ; ;ORIENTAR PROCEDIMENTO PADRÃO DE PESQUISA DE PANES APÓS EVENTO DE SUSPEITA DE ATUAÇÃO NÃO COMANDADA DO ATUADOR COMPENSADOR DO PROFUNDOR.
ANV A-29 ;001JK ;5914 ;31400018 ;2/5 GAV ;Ativo ;T2 ;31400018 ;5914 ;ETD: GTN-0641/2013 ;001JK ;LST271A140000700 ;REV ;1 ;O ;U ;One-Time ; ;30400017238 ;8:00 ; ;A PRESENTE DISPOSIÇÃO OBJETIVA PROPORCIONAR UM REPARO PADRÃO E INDIVIDUALIZADO PARA A REGIÃO EM TORNO DE CADA FECHO (6 UNIDADES), DEVENDO SER EMPREGADO CASO A CASO SOMENTE QUANDO DO SURGIMENTO DE TRINCAS NO REVESTIMENTO DO CAPÔ EM TORNO DOS FECHOS.  ESTA DISPOSIÇÃO É DE CARÁTER INTERINO E POR TEMPO INDETERMINADO ATÉ A CONFECÇÃO DA SOLUÇÃO DEFINITIVA.
ANV A-29 ;001JK ;5914 ;31400018 ;2/5 GAV ;Ativo ;T2 ;31400018 ;5914 ;ETD: GTN-0641/2013 ;001JK ;LST271A140002600 ;REV ;2 ;O ;U ;Repetitiva ; ;30400017365 ;1:00 ; ;A PRESENTE DISPOSIÇÃO OBJETIVA PROPORCIONAR UM REPARO PADRÃO E INDIVIDUALIZADO PARA A REGIÃO EM TORNO DE CADA FECHO (6 UNIDADES), DEVENDO SER EMPREGADO CASO A CASO SOMENTE QUANDO DO SURGIMENTO DE TRINCAS NO REVESTIMENTO DO CAPÔ EM TORNO DOS FECHOS. ESTA DISPOSIÇÃO É DE CARÁTER INTERINO E POR TEMPO INDETERMINADO ATÉ A CONFECÇÃO DA SOLUÇÃO DEFINITIVA.
ANV A-29 ;001JK ;5914 ;31400018 ;2/5 GAV ;Ativo ;T2 ;31400018 ;5914 ;ETD: GTN-0641/2013 ;001JK ;LST271A140000700 ;REV ;1 ;O ;U ;Repetitiva ; ;30400017239 ;1:00 ; ;A PRESENTE DISPOSIÇÃO OBJETIVA PROPORCIONAR UM REPARO PADRÃO E INDIVIDUALIZADO PARA A REGIÃO EM TORNO DE CADA FECHO (6 UNIDADES), DEVENDO SER EMPREGADO CASO A CASO SOMENTE QUANDO DO SURGIMENTO DE TRINCAS NO REVESTIMENTO DO CAPÔ EM TORNO DOS FECHOS.  ESTA DISPOSIÇÃO É DE CARÁTER INTERINO E POR TEMPO INDETERMINADO ATÉ A CONFECÇÃO DA SOLUÇÃO DEFINITIVA.
ANV A-29 ;001JK ;5914 ;31400018 ;2/5 GAV ;Ativo ;T2 ;31400018 ;5914 ;ETD: GTN-0641/2013 ;001JK ;LST271A140002600 ;REV ;2 ;O ;U ;One-Time ; ;30400017364 ;8:00 ; ;A PRESENTE DISPOSIÇÃO OBJETIVA PROPORCIONAR UM REPARO PADRÃO E INDIVIDUALIZADO PARA A REGIÃO EM TORNO DE CADA FECHO (6 UNIDADES), DEVENDO SER EMPREGADO CASO A CASO SOMENTE QUANDO DO SURGIMENTO DE TRINCAS NO REVESTIMENTO DO CAPÔ EM TORNO DOS FECHOS. ESTA DISPOSIÇÃO É DE CARÁTER INTERINO E POR TEMPO INDETERMINADO ATÉ A CONFECÇÃO DA SOLUÇÃO DEFINITIVA.
ANV A-29 ;001JK ;5914 ;31400018 ;2/5 GAV ;Ativo ;T2 ;31400018 ;5914 ;ETD: GTN-1761/2014 ;001JK ;LST228A190003600 ;REV ;2 ;M ;R ;Repetitiva ; ;30400019190 ;0:00 ; ;DETALHAR INSPEÇÕES PARA MITIGAÇÃO DE POSSÍVEIS FALHAS DO SISTEMA DE INDICAÇÃO DE QUANTIDADE DE COMBUSTÍVEL.
ANV A-29 ;001JK ;5914 ;31400018 ;2/5 GAV ;Ativo ;T2 ;31400018 ;5914 ;ETD:GPO-0002/2018 ;001JK ;LST251A180001301 ;BSC ;0 ;M ;R ;Repetitiva ; ;30400019057 ;0:00 ; ;REMOÇÃO E PREVENÇÃO DA CORROSÃO NA REGIÃO DO SEPARADOR INERCIAL.
ANV A-29 ;001JK ;5914 ;31400018 ;2/5 GAV ;Ativo ;T2 ;31400018 ;5914 ;ETD:GPO-0002/2018 ;001JK ;LST251A180001301 ;BSC ;0 ;M ;R ;Repetitiva ; ;30400019056 ;0:00 ; ;REMOÇÃO E PREVENÇÃO DA CORROSÃO NA REGIÃO DO SEPARADOR INERCIAL.
ANV A-29 ;001JK ;5914 ;31400018 ;2/5 GAV ;Ativo ;T2 ;31400018 ;5914 ;ETD:GPO-0002/2018 ;001JK ;LST251A180001301 ;BSC ;0 ;M ;R ;Repetitiva ; ;30400019055 ;0:00 ; ;REMOÇÃO E PREVENÇÃO DA CORROSÃO NA REGIÃO DO SEPARADOR INERCIAL.
ANV A-29 ;001JK ;5914 ;31400018 ;2/5 GAV ;Ativo ;T2 ;31400018 ;5914 ;ETD:GPO-1170/2015 ;001JK ;LST228A150004300 ;REV ;A ;M ;U ;One-Time ; ;30400017726 ;3:00 ; ;ORIENTAR PROCEDIMENTOS DE INSPEÇÃO E PROTEÇÃO NO TUBO DE ABASTECIMENTO 314-05984-401 E DA VÁLVULA DE CORTE PN AV16B2130D2 EM VIRTUDE DE OCORRÊNCIA DE ATRITO ENTRE AS MESMAS.
ANV A-29 ;001JK ;5914 ;31400018 ;2/5 GAV ;Ativo ;T2 ;31400018 ;5914 ;ETD:GPO-1170/2015 ;001JK ;LST228A150004300 ;REV ;A ;M ;U ;Repetitiva ; ;30400017725 ;3:00 ; ;ORIENTAR PROCEDIMENTOS DE INSPEÇÃO E PROTEÇÃO NO TUBO DE ABASTECIMENTO 314-05984-401 E DA VÁLVULA DE CORTE PN AV16B2130D2 EM VIRTUDE DE OCORRÊNCIA DE ATRITO ENTRE AS MESMAS.
ANV A-29 ;001JK ;5914 ;31400018 ;2/5 GAV ;Ativo ;T2 ;31400018 ;5914 ;ETD:GPO-1170/2015 ;001JK ;LST228A150004300 ;REV ;A ;M ;U ;Repetitiva ; ;30400017727 ;3:00 ; ;ORIENTAR PROCEDIMENTOS DE INSPEÇÃO E PROTEÇÃO NO TUBO DE ABASTECIMENTO 314-05984-401 E DA VÁLVULA DE CORTE PN AV16B2130D2 EM VIRTUDE DE OCORRÊNCIA DE ATRITO ENTRE AS MESMAS.
ANV A-29 ;001JK ;5914 ;31400018 ;2/5 GAV ;Ativo ;T2 ;31400018 ;5914 ;IT GTN-1652/08 ;001JK ;LST233A100000100 ;BSC ;0 ;I ;R ;One-Time ; ;30400015616 ;0:00 ; ;ESSA IT VISA ESCLARECER AOS OPERADORES A FORMA DE INSTALÇÃO DO NOVO FAROL DE TAXI PN 4394909 DO FORNECEDOR ECE.
ANV A-29 ;001JK ;5914 ;31400018 ;2/5 GAV ;Ativo ;T2 ;31400018 ;5914 ;IT LS 10-201 A-29 004 ;0079K ;LST271A100001200 ;BSC ;0 ;M ;R ;Repetitiva ; ;30400015652 ;1:00 ; ; PADRONIZAR A TRAMITAÇÃO DAS INFORMAÇÕES SOBRE A OPERAÇÃO DOS MOTORES PT6A-68C, OBTIDAS PELO PROGRAMA GBS LITE, ENTRE OS OPERADORES DAS AERONAVES A-29 E A ASSESSORIA TÉCNICA DO MOTOR NO PAMA-LS.
ANV A-29 ;001JK ;5914 ;31400018 ;2/5 GAV ;Ativo ;T2 ;31400018 ;5914 ;IT LS 14-228 A-29 009 ;0079K ;LST200A220000300 ;REV ;2 ;M ;R ;One-Time ; ;30400021139 ;0:00 ; ;ESTA INSTRUÇÃO TÉCNICA VERSA SOBRE OS PROCEDIMENTOS A SEREM EXECUTADOS DURANTE A PARADA DA AERONAVE EM ESTACIONAMENTOS CURTOS OU PROLONGADOS (ESTOCAGEM).
ANV A-29 ;001JK ;5914 ;31400018 ;2/5 GAV ;Ativo ;T2 ;31400018 ;5914 ;IT LS 14-228 A-29 009 ;0079K ;LST200A220000300 ;REV ;2 ;M ;R ;One-Time ; ;30400021140 ;0:00 ; ;ESTA INSTRUÇÃO TÉCNICA VERSA SOBRE OS PROCEDIMENTOS A SEREM EXECUTADOS DURANTE A PARADA DA AERONAVE EM ESTACIONAMENTOS CURTOS OU PROLONGADOS (ESTOCAGEM).
ANV A-29 ;001JK ;5914 ;31400018 ;2/5 GAV ;Ativo ;T2 ;31400018 ;5914 ;IT LS 14-228 A-29 009 ;0079K ;LST200A220000300 ;REV ;2 ;M ;R ;One-Time ; ;30400021141 ;0:00 ; ;ESTA INSTRUÇÃO TÉCNICA VERSA SOBRE OS PROCEDIMENTOS A SEREM EXECUTADOS DURANTE A PARADA DA AERONAVE EM ESTACIONAMENTOS CURTOS OU PROLONGADOS (ESTOCAGEM).
ANV A-29 ;001JK ;5914 ;31400018 ;2/5 GAV ;Ativo ;T2 ;31400018 ;5914 ;IT LS 14-228 A-29 009 ;0079K ;LST200A220000300 ;REV ;2 ;M ;R ;One-Time ; ;30400021142 ;0:00 ; ;ESTA INSTRUÇÃO TÉCNICA VERSA SOBRE OS PROCEDIMENTOS A SEREM EXECUTADOS DURANTE A PARADA DA AERONAVE EM ESTACIONAMENTOS CURTOS OU PROLONGADOS (ESTOCAGEM).
ANV A-29 ;001JK ;5914 ;31400018 ;2/5 GAV ;Ativo ;T2 ;31400018 ;5914 ;IT LS 14-228 A-29 009 ;0079K ;LST200A220000300 ;REV ;2 ;M ;R ;One-Time ; ;30400021137 ;0:00 ; ;ESTA INSTRUÇÃO TÉCNICA VERSA SOBRE OS PROCEDIMENTOS A SEREM EXECUTADOS DURANTE A PARADA DA AERONAVE EM ESTACIONAMENTOS CURTOS OU PROLONGADOS (ESTOCAGEM).
ANV A-29 ;001JK ;5914 ;31400018 ;2/5 GAV ;Ativo ;T2 ;31400018 ;5914 ;IT LS 14-228 A-29 009 ;0079K ;LST200A220000300 ;REV ;2 ;M ;R ;One-Time ; ;30400021138 ;0:00 ; ;ESTA INSTRUÇÃO TÉCNICA VERSA SOBRE OS PROCEDIMENTOS A SEREM EXECUTADOS DURANTE A PARADA DA AERONAVE EM ESTACIONAMENTOS CURTOS OU PROLONGADOS (ESTOCAGEM).
ANV A-29 ;001JK ;5914 ;31400018 ;2/5 GAV ;Ativo ;T2 ;31400018 ;5914 ;IT LS 14-233 A-29 010 ;0079K ;LST231A140002403 ;BSC ;0 ;M ;R ;Repetitiva ; ;30400019433 ;0:30 ; ;ORIENTAR O OPERADOR PARA A REALIZAÇÃO DE UMA INSPEÇÃO QUANTO À CORRETA FIXAÇÃO DO SENSOR DE POSIÇÃO (RVDT) O AILERON DA AERONAVE A-29.
ANV A-29 ;001JK ;5914 ;31400018 ;2/5 GAV ;Ativo ;T2 ;31400018 ;5914 ;IT LS 19-271 A-29 016 ;0079K ;LST227A190002701 ;BSC ;0 ;I ;R ;Repetitiva ; ;30400020126 ;0:00 ; ;DETALHAR E PADRONIZAR PROCEDIMENTO PARA PREPARO E ENVIO DOS DADOS PARA ANÁLISE EM CASO DE SUSPEITA DE DISPARO DOS ATUADORES DO COMPENSADOR DO PROFUNDOR E DO AILERON.
